"GM12892_Rep1"	"GM12892_Rep2"	"GM12892_Rep3"	"H1-hESC_Rep1"	"H1-hESC_Rep2"	"H1-hESC_Rep3"	"H1-hESC_Rep4"	"MCF-7_Rep1"	"MCF-7_Rep2"	"MCF-7_Rep3"
"VAV2"	5273	2018	1671	3101	3482	3242	1406	8950	5825	14130
"VAV3"	2	10	4	417	393	378	302	1590	272	713
"VAX1"	0	0	0	3	1	2	0	1	0	0
"VAX2"	0	0	0	0	0	0	0	71	0	118
"VBP1"	2386	1366	1768	960	849	787	892	3794	2283	1253
"VCAM1"	248	85	106	19	23	17	13	0	0	0
"VCAN"	88	351	38	22884	15830	17981	15409	16	5963	10
"VCL"	2946	760	1086	21923	21837	23072	12448	5709	16103	5646
"VCP"	16779	4843	4810	23007	24150	22127	11645	24723	33066	39728
"VCPIP1"	986	763	690	840	570	718	564	1705	1679	872
"VCX"	0	0	0	6	11	8	0	2	0	1
"VCX2"	0	1	0	1	0	0	0	0	0	0
"VCX3A"	1	0	0	2	4	2	4	0	0	0
"VCX3B"	0	0	0	2	0	0	0	0	0	0
"VCY"	0	0	0	0	0	0	0	0	0	0
"VCY1B"	0	0	0	0	0	0	0	0	0	0
"VDAC1"	23316	9859	10446	8082	8302	7814	5874	14020	22697	10643
"VDAC2"	9552	4461	3941	6571	6748	6072	4706	7484	12907	6847
"VDAC3"	8666	3896	4160	3145	2854	2540	2378	4688	6046	3157
"VDR"	2117	266	739	24	15	29	11	803	8155	1004
"VEGFA"	3059	1320	1474	1421	1475	1467	823	2081	7746	1917
"VEGFB"	2630	1066	642	837	962	898	458	1494	2461	1407
"VEGFC"	0	0	1	22	34	41	16	178	1664	90
"VENTX"	0	0	1	248	360	305	111	0	0	0
"VENTXP1"	0	0	0	0	0	0	0	0	0	0
"VENTXP7"	0	0	0	0	0	0	0	0	0	0
"VEPH1"	2	0	1	264	237	233	197	102	2	135
"VEZF1"	1130	613	540	2116	1888	1929	1472	9273	1801	6833
"VEZT"	2551	2128	1922	1370	1341	1323	1033	3107	3863	1695
"VGF"	2	2	1	779	657	735	332	455	22	949
"VGLL1"	0	0	0	0	0	0	0	32	12	18
"VGLL2"	0	0	0	8	4	2	4	0	0	0
"VGLL3"	2	0	1	787	463	527	667	32	862	12
"VGLL4"	1909	1244	892	1139	1030	943	644	2093	1424	2117
"VHL"	2908	1852	1520	2214	2022	2318	1276	8367	2944	5345
"VHLL"	1	0	2	0	0	0	1	0	0	0
"VIL1"	4	4	2	267	322	288	134	5	0	8
"VILL"	426	134	126	161	204	190	96	41	93	108
"VIM"	19496	1621	4150	17654	14000	12888	8370	130	123294	106
"VIP"	0	0	0	0	0	0	0	0	0	0
"VIPR1"	0	0	1	379	379	346	201	232	41	420
"VIPR2"	3	0	0	199	271	244	121	88	0	115
"VIT"	0	0	2	2	2	1	2	4	6	3
"VKORC1"	2677	1315	838	2339	2836	2284	1030	4009	3705	6121
"VKORC1L1"	363	250	204	564	524	488	375	905	743	823
"VLDLR"	273	703	116	1877	1971	1943	1084	404	1802	681
"VMA21"	1201	1214	1514	1290	1431	1235	1195	2703	2630	1302
"VMAC"	153	92	49	76	74	85	26	152	87	187
"VMO1"	1	0	0	5	4	16	1	39	10	70
"VMP1"	2187	1524	1454	1709	1505	1386	1410	30162	3239	13698
"VN1R1"	7	11	8	49	36	46	38	13	6	7
"VN1R2"	2	0	2	1	2	5	1	3	0	0
"VN1R4"	0	0	0	0	0	0	0	0	0	0
"VN1R5"	1	0	1	2	0	0	0	0	0	0
"VNN1"	0	3	0	0	0	0	0	0	25	0
"VNN2"	669	482	429	0	0	0	0	1	0	0
"VNN3"	2	4	7	0	0	0	0	0	0	0
"VOPP1"	18185	4608	7445	3710	3789	3531	2001	4947	5701	5357
"VPRBP"	2378	838	920	1986	1929	2053	1209	3002	1895	3851
"VPREB1"	0	0	0	0	0	0	0	0	0	0
"VPREB3"	279	107	71	4	19	9	0	11	3	16
"VPS11"	2123	670	653	1085	1141	1095	609	3024	1360	5015
"VPS13A"	4089	1924	2414	1792	1219	1285	1527	2920	3142	1244
"VPS13B"	2716	1336	1402	1232	825	869	801	3728	1757	3350
"VPS13C"	5693	4989	4870	1100	796	960	748	1421	3154	749
"VPS13D"	1823	781	758	2514	1862	2096	1546	3583	4334	3843
"VPS16"	1451	452	498	1105	1201	1175	485	1433	1325	2623
"VPS18"	1094	330	243	2371	2573	2482	959	1780	2127	3407
"VPS25"	2754	1244	1358	2181	2512	2486	1015	3577	3274	4554
"VPS26A"	1660	1092	1127	875	783	740	1054	3613	4494	728
"VPS26B"	1624	529	572	1501	1489	1349	784	3049	3247	3991
"VPS28"	2214	787	644	952	1196	1032	435	3405	2267	5718
"VPS29"	2036	1029	1131	830	823	746	647	2938	3144	1674
"VPS33A"	1192	540	497	1515	1563	1481	1031	1762	1162	1530
"VPS33B"	1718	646	646	797	1029	961	520	1523	1144	1962
"VPS35"	5611	2340	2696	2314	2031	1921	1934	8583	10147	3486
"VPS36"	1491	833	1014	689	577	615	510	1735	1809	1072
"VPS37A"	753	497	543	560	503	482	384	999	1530	775
"VPS37B"	813	896	182	684	875	876	342	1476	4680	1579
"VPS37C"	752	213	202	815	929	820	402	2207	788	2649
"VPS37D"	19	4	3	104	144	129	38	177	32	182
"VPS39"	4283	2305	1610	2707	2857	3021	1451	1928	2622	2489
"VPS41"	3424	1924	1688	1649	1245	1283	1329	3490	2388	2374
"VPS45"	1278	614	688	915	883	828	654	4150	1444	3129
"VPS4A"	3590	1374	1325	2746	3493	3095	1577	6156	6788	8882
"VPS4B"	1279	1111	1121	1190	872	994	807	1508	4894	817
"VPS52"	1770	770	616	1759	1744	1725	967	3100	2262	4170
"VPS53"	1808	739	727	1684	1662	1721	917	2661	3944	3777
"VPS54"	643	566	524	480	436	482	357	1479	962	691
"VPS72"	1519	643	636	1946	2145	1982	1265	4316	1417	4118
"VPS8"	1074	490	461	1299	1213	1211	866	2389	1361	1798
"VRK1"	2195	877	1298	1221	1287	1242	1155	2208	1954	1055
"VRK2"	1301	637	626	437	388	375	374	1031	1126	412
"VRK3"	1226	596	493	747	910	869	441	947	694	1105
"VRTN"	0	0	1	11067	12384	11461	5571	0	0	1
"VSIG1"	3	1	3	62	50	43	49	7	75	11
"VSIG10"	57	53	41	2883	2244	2270	1895	2665	1063	2283
"VSIG10L"	79	40	15	491	520	550	249	196	63	187
"VSIG2"	4	2	1	4	5	8	2	114	1	140
"VSIG4"	1	1	0	0	0	0	0	0	0	0
"VSIG8"	7	1	1	1	0	0	3	0	3	2
"VSNL1"	1	8	2	1877	1549	1549	1636	2	1326	0
"VSTM1"	0	0	0	4	4	5	0	0	0	0
"VSTM2A"	2	0	0	29	18	24	16	20	0	31
"VSTM2B"	0	0	0	22	33	23	9	0	0	0
"VSTM2L"	21	1	10	50	114	101	27	124	343	38
"VSTM4"	16	19	13	77	109	92	49	4	4	8
"VSTM5"	0	0	0	2	1	9	0	2	0	0
"VSX1"	0	0	0	0	2	0	0	4	0	2
"VSX2"	6	0	3	5	3	0	3	0	0	5
"VTA1"	2412	1305	1462	1475	1488	1478	1325	4235	3312	2254
"VTCN1"	0	0	0	14	15	15	5	49	13	20
"VTI1A"	1160	463	480	367	325	332	264	1507	1199	1103
"VTI1B"	1341	750	504	1516	1699	1429	930	4852	2327	4475
"VTN"	8	3	3	13	9	5	6	8	0	10
"VWA1"	165	89	24	1536	1634	1572	627	833	925	1830
"VWA2"	0	0	0	120	131	168	52	53	18	56
"VWA3A"	3	3	3	3	6	6	0	7	4	4
"VWA3B"	0	0	0	0	0	0	0	14	7	14
"VWA5A"	23	73	11	698	814	841	533	18	1386	13
"VWA5B1"	1	3	2	65	51	65	30	0	0	0
"VWA5B2"	4	2	0	19	26	37	11	115	5	135
"VWC2"	2	0	0	39	65	40	14	0	0	0
"VWC2L"	0	0	0	0	0	0	0	0	0	0
"VWCE"	298	236	86	855	880	858	311	43	8	46
"VWDE"	19	3	4	951	886	957	646	103	138	79
"VWF"	3	4	0	64	83	90	22	108	8	95
"WAC"	5659	3050	3227	4276	3953	4124	3158	7924	4486	5936
"WAPAL"	4491	2023	2350	3157	2777	2879	2482	4066	4171	2688
"WARS"	16824	4906	5110	5604	6230	5889	3520	7078	10263	9005
"WARS2"	776	504	357	412	345	342	274	1031	830	732
"WAS"	3882	1051	847	17	27	21	5	152	4	154
"WASF1"	240	55	83	1610	1394	1453	1021	1752	1419	1544
"WASF2"	12373	3988	3441	5684	5485	5938	3056	8839	14359	10921
"WASF3"	14	1	5	2165	2269	2268	1341	747	1030	636
"WASH1"	376	136	137	327	422	407	169	186	309	306
"WASH2P"	284	90	80	207	282	230	67	287	241	599
"WASH3P"	650	153	192	482	445	384	167	480	377	942
"WASH5P"	447	144	154	356	334	365	182	488	182	792
"WASH7P"	179	58	53	149	175	216	79	215	183	439
"WASL"	413	273	215	1381	1313	1342	1179	4082	3438	2705
"WBP1"	326	147	36	356	396	387	111	605	461	909
"WBP11"	6674	2166	2216	5343	5136	4873	4253	6032	4479	6156
"WBP11P1"	1	0	0	3	0	0	1	1	0	5
"WBP2"	3455	1558	783	2280	2637	2403	1247	4724	4365	7991
"WBP2NL"	7	6	12	0	0	0	0	9	0	3
"WBP4"	1086	566	689	413	448	388	391	1256	896	452
"WBP5"	291	16	238	620	692	656	676	0	3704	0
"WBSCR16"	3409	1251	1044	2287	2515	2219	1198	4207	2560	5653
"WBSCR17"	1	1	0	2646	3230	2960	1434	0	0	0
"WBSCR22"	2868	1364	1216	1797	2211	2050	1160	4012	2426	3950
"WBSCR27"	18	6	3	119	183	162	42	52	457	67
"WBSCR28"	0	0	0	0	1	3	0	21	1	21
"WDFY1"	1629	1114	848	4231	3648	4122	2978	3890	5078	2576
"WDFY2"	466	391	221	1743	1539	1633	1051	391	1704	455
"WDFY3"	10	5	4	2839	1950	2196	1841	3341	2926	2857
"WDFY3-AS2"	0	0	0	24	32	33	14	88	31	74
"WDFY4"	12507	3239	3715	0	0	1	0	24	5	22
"WDHD1"	3085	1056	1433	3925	3608	3598	3393	2923	2257	1877
"WDPCP"	212	99	115	488	514	484	369	252	105	146
"WDR1"	19469	5276	5254	15187	17552	16121	6776	19767	33077	33585
"WDR11"	3549	2026	1834	2264	2291	2293	1389	2029	3899	1851
"WDR12"	1876	852	1111	2119	1962	1981	1446	2061	2319	1479
"WDR13"	1965	898	499	804	1027	916	391	1999	3658	3735
"WDR16"	1	0	0	0	0	3	4	10	0	12
"WDR17"	307	295	271	288	147	159	177	119	28	88
"WDR18"	2809	520	290	3097	3557	2888	1321	1316	2768	2910
"WDR19"	832	306	327	822	836	732	599	682	620	451
"WDR20"	678	356	393	726	773	722	458	1838	1189	1735
"WDR24"	1014	439	166	1194	1314	1253	464	877	699	2351
"WDR25"	184	72	63	286	362	292	140	570	275	716
"WDR26"	4733	3755	2906	3481	2916	3180	2434	5025	5578	3640
"WDR27"	492	244	156	743	648	663	381	272	261	383
"WDR3"	2675	1208	1329	2579	2159	2159	2072	2213	3289	1612
"WDR31"	70	36	42	18	21	28	8	131	116	128
"WDR33"	3207	1478	1449	3793	3287	3124	2431	4415	3032	3094
"WDR34"	2067	628	448	2285	2333	2162	753	14750	3036	34177
"WDR35"	1113	524	579	1302	1358	1359	945	743	989	413
"WDR36"	2243	2194	1968	1221	977	998	1231	2139	3121	761
"WDR37"	733	438	385	740	752	773	436	1504	1672	1840
"WDR38"	1	3	4	4	2	1	1	5	0	9
"WDR4"	870	259	246	1288	1277	1205	554	1375	1390	2649
"WDR41"	1996	931	1190	1047	1158	1178	721	2441	3011	1344
"WDR43"	4200	1925	1688	3911	3643	3666	3102	7077	5460	4386
"WDR44"	795	510	547	659	529	468	509	867	1465	579
"WDR45"	519	187	168	694	871	716	367	1304	1612	1638
"WDR45L"	3094	1777	1176	4353	4497	4206	2820	6912	4735	6740
"WDR46"	2853	895	952	3460	3077	3141	1675	3221	2880	4402
"WDR47"	584	298	325	227	204	209	179	1440	1865	931
"WDR48"	1734	884	803	1994	1696	1712	1511	1710	1389	1135
"WDR49"	1	0	2	11	14	7	12	1	0	0
"WDR5"	3108	1135	1039	3733	3842	3636	1888	9500	3709	11743
"WDR52"	545	195	256	45	24	32	38	1255	119	470
"WDR53"	377	163	216	320	391	312	290	540	406	448
"WDR54"	3214	1224	1084	1408	1874	1648	554	1928	2187	3388
"WDR55"	887	523	563	788	745	791	394	1764	1520	2203
"WDR59"	3308	1393	1250	2973	3298	3132	1763	4073	1926	4973
"WDR5B"	209	197	201	162	173	205	134	968	268	523
"WDR6"	9880	3638	3204	11264	10433	10028	4908	12788	7486	22819
"WDR60"	1210	520	540	1027	1203	1167	775	1216	1237	840
"WDR61"	2464	978	1208	1215	1343	1248	831	4362	2118	4980
"WDR62"	878	177	225	3551	3259	3295	1520	2161	1083	6539
"WDR63"	102	61	54	15	8	6	6	9	220	3
"WDR64"	1	0	2	1	1	0	0	7	0	0
"WDR65"	1698	337	772	21	27	17	10	19	23	15
"WDR66"	115	78	80	92	82	110	60	166	606	102
"WDR67"	482	248	267	571	535	512	456	762	352	369
"WDR69"	2	0	1	15	37	22	14	0	15	0
"WDR7"	978	498	380	751	593	679	458	626	1057	638
"WDR70"	1670	685	703	1103	987	997	824	1338	1220	1031
"WDR72"	1	0	2	44	55	37	26	147	0	27
"WDR73"	568	273	263	595	657	622	344	1729	759	2088
"WDR74"	1673	537	495	2173	2525	2287	1148	2802	1900	3988
"WDR75"	2665	1706	1841	2433	2218	2074	2176	2969	2762	1325
"WDR76"	1917	763	1261	603	626	628	483	625	1079	473
"WDR77"	2630	1129	1057	3224	2589	2534	1784	3237	4119	4859
"WDR78"	12	7	11	6	3	8	6	128	42	50
"WDR81"	1255	421	257	1319	1414	1364	489	1654	1991	3190
"WDR82"	4398	2040	2166	5525	5154	5057	3690	7239	8543	6423
"WDR83"	467	135	121	483	550	513	197	585	377	1087
"WDR85"	800	372	381	1207	1202	1060	513	2081	701	3570
"WDR86"	0	0	0	162	196	206	72	4	0	1
"WDR87"	1	0	3	0	3	1	4	2	0	1
"WDR88"	8	7	15	14	16	12	10	33	2	46
"WDR89"	631	400	518	736	638	591	606	1600	689	560
"WDR90"	1616	551	286	1653	1767	1767	559	1725	861	4037
"WDR91"	2829	2256	1367	612	566	510	304	856	1406	1009
"WDR92"	527	274	320	484	501	450	336	728	790	385
"WDR93"	3	0	0	1	2	1	3	5	0	7
"WDR96"	12	3	4	11	15	10	12	21	14	38
"WDSUB1"	467	264	242	208	229	201	149	494	226	375
"WDTC1"	3187	1265	891	1594	1536	1691	689	2926	2847	5106
"WDYHV1"	501	174	269	494	492	466	308	1245	566	1033
"WEE1"	1509	747	1066	2476	2352	2300	1753	1826	2005	757
"WEE2"	2	2	1	0	0	2	0	2	0	0
"WFDC1"	0	0	0	13	12	10	14	0	0	0
"WFDC10A"	0	0	0	1	0	1	0	0	0	0
"WFDC10B"	0	0	0	3	8	3	3	4	3	3
"WFDC11"	0	0	0	0	0	0	0	0	0	0
"WFDC12"	0	1	0	0	0	0	0	0	3	0
"WFDC13"	1	0	0	0	1	0	0	0	0	0
"WFDC2"	50	2	11	1172	1564	1350	538	88	331	203
"WFDC3"	2	1	1	3	1	2	3	2	86	2
"WFDC5"	5	1	1	1	4	1	2	0	16	0
"WFDC6"	0	0	0	0	0	0	0	0	0	0
"WFDC8"	0	0	0	4	4	3	1	0	0	0
"WFDC9"	0	0	0	0	0	0	0	1	0	0
"WFIKKN1"	10	8	0	445	498	470	113	28	0	85
"WFIKKN2"	2	1	2	20	34	20	6	0	0	1
"WFS1"	419	104	43	2158	2720	2472	873	3249	1979	11172
"WHAMM"	700	330	258	165	141	150	97	705	634	699
"WHAMMP2"	48	23	26	9	5	15	4	34	65	17
"WHAMMP3"	62	40	44	11	10	7	16	49	102	17
"WHSC1"	9476	3186	4247	7963	7691	8180	4691	11005	6005	12973
"WHSC1L1"	3320	1950	1882	1950	1538	1742	1495	1823	2557	1322
"WHSC2"	1623	641	279	2444	2781	2422	1166	2189	1401	3305
"WIBG"	712	406	367	1298	1404	1310	780	1573	1397	1411
"WIF1"	2	2	0	159	136	143	86	1	0	0
"WIPF1"	9224	3596	3909	233	259	294	147	388	7	408
"WIPF2"	1790	694	701	1619	1596	1728	1183	2198	3259	2039
"WIPF3"	1	2	0	981	1157	1164	631	18	53	6
"WIPI1"	613	362	243	419	457	500	320	1438	1732	1608
"WIPI2"	3129	1323	1204	2996	3169	2929	1490	4692	3588	5749
"WISP1"	0	0	0	4	0	1	1	0	8	0
"WISP2"	0	0	0	0	0	0	0	1514	1	9811
"WISP3"	3	0	0	0	0	0	0	2	885	0
"WIZ"	1214	348	185	1979	1979	1828	855	3617	2315	5140
"WLS"	4	1	1	132	120	102	88	682	5740	622
"WNK1"	15342	9429	6712	9137	7752	8817	5829	8507	12284	8716
"WNK2"	1	0	1	3522	3695	3802	1453	2810	5	4370
"WNK3"	24	11	16	1124	943	921	954	14	70	6
"WNK4"	24	6	10	58	61	66	20	10	15	20
"WNT1"	4	0	0	5	3	3	0	0	0	0
"WNT10A"	4153	1493	1082	0	2	2	0	4	64	2
"WNT10B"	32	11	12	53	77	75	24	38	63	51
"WNT11"	84	2	27	4	3	4	1	54	0	52
"WNT16"	3	4	1	24	12	21	21	29	0	14
"WNT2"	59	3	32	3	1	1	0	0	0	0
"WNT2B"	7	2	11	28	28	16	11	10	22	28
"WNT3"	0	0	0	22	28	11	15	45	41	76
"WNT3A"	0	0	1	4	11	5	3	10	3	13
"WNT4"	36	16	17	241	362	330	84	195	6	382
"WNT5A"	81	16	42	242	236	232	190	40	647	20
"WNT5B"	264	142	101	42	33	37	10	52	698	71
"WNT6"	2	4	0	2	1	0	1	26	0	26
"WNT7A"	0	0	0	0	0	1	0	1	1304	0
"WNT7B"	7	79	4	21	19	21	7	1404	67	2496
"WNT8A"	0	0	2	10	10	5	10	0	0	0
"WNT8B"	9	2	0	18	18	17	14	16	0	29
"WNT9A"	1	0	0	31	46	48	12	38	504	79
"WNT9B"	0	0	0	0	5	4	1	0	0	0
"WRAP53"	800	275	299	1019	1065	927	565	807	936	1180
"WRAP73"	959	487	290	891	819	782	429	1203	673	1987
"WRB"	653	349	334	526	628	526	426	2846	1530	2549
"WRN"	1875	920	1012	1780	1245	1371	1393	754	1101	416
"WRNIP1"	1404	514	592	1532	1497	1344	766	3001	3235	4042
"WSB1"	6750	6003	4818	3459	3698	4007	2376	2188	2985	1464
"WSB2"	2636	1705	1403	1443	1393	1466	977	4323	6388	3525
"WSCD1"	4	0	1	2915	2851	2878	1354	126	0	177
"WSCD2"	0	0	0	106	107	135	52	0	0	0
"WT1"	11	21	8	0	1	2	1	0	0	0
"WT1-AS"	0	1	0	1	0	0	0	0	0	0
"WTAP"	2637	1065	1162	2864	2835	2654	1984	3053	3423	1819
"WTH3DI"	0	1	0	2	2	1	1	50	0	37
"WTIP"	27	8	3	502	667	586	191	265	330	376
"WWC1"	391	83	143	2348	2420	2322	1159	3837	1746	5936
"WWC2"	1	1	1	4914	3971	4365	3609	830	1759	636
"WWC3"	1324	1365	540	2687	2249	2324	1369	4108	1779	4764
"WWOX"	273	78	107	246	279	273	142	2171	231	2199
"WWP1"	1127	537	646	1752	1492	1621	1239	7046	3680	3933
"WWP2"	2100	454	501	2373	2535	2468	1298	3969	1988	5912
"WWTR1"	113	8	74	537	486	538	437	1694	4895	1299
"WWTR1-AS1"	5	0	2	7	13	4	5	18	6	14
"XAB2"	2809	876	448	3107	3302	2999	1313	1958	2532	4486
"XAF1"	2445	1485	1453	2	2	3	1	2	45	0
"XAGE1A"	0	0	0	0	0	0	0	0	0	0
"XAGE1B"	0	0	0	0	0	0	0	0	0	0
"XAGE1C"	0	0	0	0	0	0	0	0	0	0
"XAGE1D"	0	0	0	0	0	0	0	0	0	0
"XAGE1E"	0	0	0	0	0	0	0	0	0	0
"XAGE2"	0	0	0	0	0	0	0	0	0	0
"XAGE2B"	0	0	0	0	0	0	0	0	0	0
"XAGE3"	0	0	0	0	0	0	0	0	0	0
"XAGE5"	0	0	0	0	0	0	0	0	0	0
"XBP1"	4243	1338	1715	3001	2815	2665	1783	30752	4331	28106
"XCL1"	82	1073	28	6	7	10	3	0	0	0
"XCL2"	24	83	1	0	0	0	0	0	0	0
"XCR1"	3	5	1	9	4	12	3	0	0	0
"XDH"	0	1	0	39	49	49	18	6	7831	0
"XG"	2	0	0	18	29	30	8	68	11	30
"XGPY2"	0	0	0	0	0	0	0	0	0	0
"XIAP"	812	768	770	1192	909	1138	979	4218	2113	1498
"XIRP1"	135	12	42	1	0	0	0	0	0	0
"XIRP2"	0	0	0	4	5	8	3	1	6	0
"XIST"	33206	75	19209	2	3	2	4	4	4348	14
"XK"	5	2	7	35	47	65	35	252	56	181
"XKR3"	1	0	3	0	0	2	0	0	0	0
"XKR4"	24	31	10	37	39	48	29	0	0	0
"XKR5"	1	1	0	291	377	396	178	0	5	0
"XKR6"	44	18	1	171	177	177	76	93	85	156
"XKR7"	0	0	0	140	127	146	58	22	0	38
"XKR8"	229	109	78	735	731	697	316	257	331	436
"XKR9"	48	44	24	35	59	48	15	144	102	64
"XKRX"	23	2	15	31	33	42	17	30	35	45
"XKRY"	0	0	0	0	0	0	0	0	0	0
"XKRY2"	0	0	0	0	0	0	0	0	0	0
"XPA"	528	279	202	53	83	82	42	916	298	295
"XPC"	3561	1593	1474	1902	2025	2020	1002	4741	4010	4388
"XPNPEP1"	2692	989	1034	1893	2237	2151	1255	2041	3979	2566
"XPNPEP2"	15	17	1	6	11	6	1	0	0	0
"XPNPEP3"	646	655	551	741	750	701	508	1165	886	883
"XPO1"	14582	7262	8546	11269	10381	10950	10069	17242	12465	7195
"XPO4"	2003	1298	1423	2197	1654	2052	1898	2751	2449	1650
"XPO5"	4026	1281	1463	7479	6596	6559	4657	5110	4755	5811
"XPO6"	9130	4008	2997	5811	5499	5623	3228	9176	8233	16918
"XPO7"	4253	1600	1628	6502	5941	6224	3827	6654	5790	7510
"XPOT"	4883	2602	2883	6285	4885	5084	4976	13285	8363	6974
"XPR1"	1070	629	647	2429	1908	2054	1922	2743	3829	1882
"XRCC1"	2193	740	770	2330	2573	2477	1165	3094	1492	4631
"XRCC2"	462	219	353	1523	1005	1137	1226	696	434	484
"XRCC3"	1083	484	319	1481	1785	1730	662	2273	1270	4472
"XRCC4"	637	234	396	173	154	126	160	556	463	144
"XRCC5"	26856	8247	10152	23731	23360	23258	18490	29618	21379	18628
"XRCC6"	24116	8094	9530	21674	22524	20267	14389	18536	22505	19411
"XRCC6BP1"	226	255	128	138	139	130	72	517	288	314
"XRN1"	1313	1260	1499	387	316	395	401	1330	1489	515
"XRN2"	6669	2404	2977	7605	6360	6329	5230	9727	7346	6334
"XRRA1"	209	97	93	106	113	95	50	334	354	413
"XYLB"	259	66	100	120	113	146	90	160	263	285
"XYLT1"	1016	1194	424	2154	1639	1860	1273	1019	1561	1127
"XYLT2"	1052	478	319	1669	2226	1998	672	1418	3812	3104
"YAF2"	589	487	531	22	29	27	20	972	657	383
"YAP1"	17	3	7	4271	3565	3832	3364	2865	14512	1991
"YARS"	6144	2210	2147	7625	8693	8391	4931	5991	11307	5744
"YARS2"	1046	473	417	1287	1316	1110	865	1188	1756	919
"YBEY"	498	232	221	464	503	478	373	352	294	229
"YBX1"	48192	16525	23057	37527	43377	38752	26136	35986	57264	38664
"YBX2"	0	0	0	835	1074	1022	442	736	9	1155
"YDJC"	877	295	103	673	754	726	223	1692	1746	3097
"YEATS2"	3307	2509	1962	4416	4317	4599	2687	2432	4141	2407
"YEATS4"	965	545	610	455	429	426	440	1263	993	460
"YES1"	187	221	162	2511	1979	2078	2192	4883	5031	1688
"YIF1A"	1741	653	298	1915	1954	1650	648	3258	3267	6479
"YIF1B"	1524	511	271	2106	2655	2403	952	1500	2624	2347
"YIPF1"	644	284	265	851	1007	952	656	945	889	720
"YIPF2"	890	508	190	1132	1543	1455	451	2749	1569	4927
"YIPF3"	1750	763	543	2736	3168	3065	1078	3949	3780	5448
"YIPF4"	834	641	511	303	184	227	202	1808	1011	680
"YIPF5"	1289	885	844	787	694	699	630	1658	3166	795
"YIPF6"	470	387	384	1104	1004	1007	945	2644	1687	1051
"YIPF7"	0	0	1	0	0	0	0	0	0	0
"YJEFN3"	108	28	9	173	167	152	54	114	26	196
"YKT6"	3565	1168	1192	5169	5075	4839	2770	6958	8637	8122
"YLPM1"	4669	1584	1517	5213	5963	6090	3511	8625	6177	8218
"YME1L1"	6206	3567	3112	4569	3788	3988	3843	10887	8313	5400
"YOD1"	1233	348	397	564	393	429	450	37	992	16
"YPEL1"	186	58	120	519	590	632	303	286	22	133
"YPEL2"	285	93	147	201	184	187	150	2112	173	1065
"YPEL3"	812	388	157	888	1076	1061	438	3359	573	4683
"YPEL4"	36	13	11	82	77	113	37	2	2	3
"YPEL5"	1386	909	673	672	784	678	545	4100	2386	1732
"YRDC"	1744	722	762	717	755	709	422	872	1165	1199
"YSK4"	2	2	5	1	0	0	0	0	0	0
"YTHDC1"	3877	1708	1702	3652	3169	3151	2804	5041	3824	3470
"YTHDC2"	1796	1017	1067	1003	1060	1141	810	1734	2544	950
"YTHDF1"	1739	922	758	3332	3393	3197	2071	7834	2991	7524
"YTHDF2"	4448	1674	1739	6046	6204	6135	4019	5807	5660	4332
"YTHDF3"	1960	1496	1290	2837	2286	2617	2195	4414	4807	2689
"YWHAB"	11148	5389	5552	9831	8875	8245	7232	21205	20895	11846
"YWHAE"	20210	8391	9809	30634	36085	32745	22982	34198	37777	29384
"YWHAG"	11046	4983	4794	10905	11823	11720	8359	14276	24324	11840
"YWHAH"	4535	1598	1809	7673	7729	6964	4704	6612	10774	7416
"YWHAQ"	13144	5858	7440	12105	10846	10847	8667	25106	35971	15978
"YWHAZ"	20405	9022	10479	15331	14398	13845	12582	73933	66620	35349
"YY1"	3027	1607	1427	2507	2256	2194	1562	7219	3499	6166
"YY1AP1"	2946	1253	1107	1819	1826	1871	991	3960	2218	4091
"YY2"	58	46	40	55	60	49	30	247	148	224
"ZACN"	2	1	1	0	0	0	0	2	0	0
"ZADH2"	2109	1052	964	151	159	164	110	1631	2067	1382
"ZAK"	1280	661	848	473	411	478	376	2492	7330	1636
"ZAN"	2	0	3	9	1	3	1	0	0	0
"ZAP70"	73	361	23	8	6	5	7	2	2	1
"ZAR1"	0	0	0	15	16	15	9	1	0	0
"ZAR1L"	3	2	0	5	6	4	6	4	2	1
"ZBBX"	2	0	0	19	13	12	13	7	1	1
"ZBED1"	2	1	1	0	0	1	0	2	0	1
"ZBED2"	181	41	97	0	0	0	0	6	3646	0
"ZBED3"	48	39	10	90	87	104	34	113	15	84
"ZBED4"	3009	1172	1149	2788	2462	2621	1402	1555	2623	1561
"ZBED5"	1495	711	812	1316	1156	1164	1168	2064	1287	825
"ZBED6"	605	525	532	203	136	234	163	1273	736	786
"ZBP1"	99	29	39	0	0	0	0	3	0	0
"ZBTB1"	3977	2735	2932	804	730	698	643	3380	1951	1410
"ZBTB10"	450	199	226	388	325	419	334	1891	175	942
"ZBTB11"	1068	797	781	680	502	508	543	3432	1661	1760
"ZBTB12"	146	62	61	1340	1693	1679	680	526	190	1029
"ZBTB16"	0	1	0	6	2	2	3	0	22	2
"ZBTB17"	1320	522	298	761	946	818	347	1331	903	2444
"ZBTB2"	1187	402	404	863	840	869	535	2058	1044	1777
"ZBTB20"	55	38	33	5	6	6	7	4	28	4
"ZBTB20-AS1"	1	0	0	0	0	0	0	0	2	0
"ZBTB22"	645	322	241	553	640	576	269	1020	636	1740
"ZBTB24"	1123	637	512	1090	1075	1164	858	1141	801	719
"ZBTB25"	680	589	476	183	160	217	132	262	168	330
